Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;Unnamed: 23
1877;1643;1041.0;318523.827;5690620.931;Arno Spitzner's Verlag;Arno Spitzner's Verlag, Inh. Rudolph Gleißenberg;1508;818;;12;Gerichtsweg;2-26;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Gerichtsweg;0;4103.0;4501;0.0;Mitte;2.0;Zentrum-Südost;
1878;1915;1041.0;318523.827;5690620.931;Arno Spitzner, Musikalien- und Bücherversandgeschäft;Arno Spitzner, Musikalien- und Bücherversandgeschäft;1508;818;;12;Gerichtsweg;2-26;Alt-Leipzig;Musikalien- u. Bücherversandgeschäft;Buchhandel und Verlagswesen;Gerichtsweg;0;4103.0;4501;0.0;Mitte;2.0;Zentrum-Südost;
1879;1571;1042.0;318416.388199999;5690161.9755;Emil Grude;Emil Grude, Inh.: Paul Waldapfel (Berlin) u. Rich. Waldapfel;282;163;;15;Hospitalstraße;11a - 27;Reudnitz;Musikalienhandlung;Buchhandel und Verlagswesen;Prager Straße;17;4103.0;282/3;3.0;Südost;30.0;Reudnitz-Thonberg;
1880;1572;1043.0;316824.328099999;5690003.28549999;Franz Jost;Franz Jost, Inh.in: Ww Luise Jost;835d;85K;;56;Albertstraße;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Riemannstraße;56;4107.0;835d;0.0;Mitte;3.0;Zentrum-Süd;
1881;1573;1044.0;317095.2208;5690251.51329999;Jost, Franz;Franz Jost;995a;310;;12;Königsplatz;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Wilhelm-Leuschner-Platz;12;4107.0;995a;0.0;Mitte;3.0;Zentrum-Süd;
1882;1574;1045.0;318179.2251;5691145.9986;Otto Junne;Otto Junne, Inh.: Erhard Schultz;1653 o;964D;;3;Egelstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Egelstraße;3;4103.0;1653o;0.0;Mitte;1.0;Zentrum-Ost;
1883;1574;1045.0;318179.2251;5691145.9986;Otto Junne;Otto Junne, Inh.: Erhard Schultz;1653 o;964D;;3;Egelstraße;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Egelstraße;3;4103.0;1653o;0.0;Mitte;1.0;Zentrum-Ost;
1884;1598;1045.0;318179.2251;5691145.9986;Carisch & Jänichen;Carisch & Jänichen, Inh.: Arturo Jänichen (Mailand);1653 o;964D;;3;Egelstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Egelstraße;3;4103.0;1653o;0.0;Mitte;1.0;Zentrum-Ost;
1885;1618;1045.0;318179.2251;5691145.9986;Leipziger Bühnenverlag Erhard Schultz;Leipziger Bühnenverlag Erhard Schultz;1653 o;964D;;3;Egelstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Egelstraße;3;4103.0;1653o;0.0;Mitte;1.0;Zentrum-Ost;
1886;1623;1045.0;318179.2251;5691145.9986;Rudolf H. Pohl;Rudolf H. Pohl, Inh.: Rudolf Pohl (Wien);1653 o;964D;;3;Egelstraße;;Alt-Leipzig;Musikalienverlag;Buchhandel und Verlagswesen;Egelstraße;3;4103.0;1653o;0.0;Mitte;1.0;Zentrum-Ost;
1887;1575;1046.0;317300.604899999;5690944.0425;Carl A. Lauterbach;Carl A. Lauterbach, Musikalienhandlung u. -Leihanstalt;227/228;246/247;Specks Hof;4.6;Reichsstraße;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Reichsstraße;4;4109.0;227;0.0;Mitte;0.0;Zentrum;
1888;1576;1047.0;317963.0372;5690136.7714;C. F. Leede;C. F. Leede, Inh.: Johannes u. Richard Leede;3029;416K3;;44;Sternwartenstraße;;Alt-Leipzig;Musikalienhandlung u. Komm. Geschäft;Buchhandel und Verlagswesen;Sternwartenstraße;44;4103.0;3029;0.0;Mitte;2.0;Zentrum-Südost;
1889;1625;1047.0;317963.0372;5690136.7714;Hermann Protze;Hermann Protze, Inh.: Herm. Protze (Berlin);3029;416K3;;44;Sternwartenstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Sternwartenstraße;44;4103.0;3029;0.0;Mitte;2.0;Zentrum-Südost;
1890;1577;1048.0;318076.495;5690815.003;F. E. C. Leuckart Sortiment (Martin Sander);F. E. C. Leuckart Sortiment (Martin Sander), Inh. Martin Sander;1628a;975;;11;Salomonstraße;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Salomonstraße;11a;4103.0;1628/8;0.0;Mitte;1.0;Zentrum-Ost;
1891;1578;1049.0;319591.4378;5691530.9678;Walter Lieniger;Lieniger, Walter;398k;447H;;34;Elisabethstraße;;Volkmarsdorf;Musikalienhandlung;Buchhandel und Verlagswesen;Elisabethstraße;34;4315.0;398k;2.0;Ost;21.0;Volkmarsdorf;
1892;1579;1050.0;318290.98;5690261.003;Alfred Mehner;Alfred Mehner, Inh.: Gutav Vetter;1149d;807J;;26;Hospitalstraße;1 - 11 und 2 - 36;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Prager Straße;0;4103.0;1149/21 und 1149/22;0.0;Mitte;2.0;Zentrum-Südost;
1893;1580;1051.0;316497.101;5689785.017000001;Paul Ollendorff;Ollendorff, Paul, Prok. i. Musik.Verl. C. F. Peters;3089i;6B26;;10;Haydnstraße;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Haydnstraße;0;4107.0;3089i;0.0;Mitte;3.0;Zentrum-Süd;
1894;1581;1052.0;317242.10319999896;5690734.94789999;P. Pabst;P. Pabst;1386;680;;6;Königstraße;;Alt-Leipzig;Musikalienhandlung und -verlag;Buchhandel und Verlagswesen;Neumarkt;24;4109.0;18;0.0;Mitte;0.0;Zentrum;
1895;1581;1052.0;317242.10319999896;5690734.94789999;P. Pabst;P. Pabst;18;20;;24;Neumarkt;;Alt-Leipzig;Musikalienhandlung und -verlag;Buchhandel und Verlagswesen;Neumarkt;24;4109.0;18;0.0;Mitte;0.0;Zentrum;
1896;1583;1053.0;317410.4;5690220.698;L. Rohn Nachf.;L. Rohn Nachf., Inh.: Paul Schirmer;1211h;475H2;;3;Brüderstraße;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Brüderstraße;0;4103.0;1211h;0.0;Mitte;2.0;Zentrum-Südost;
1897;1875;1053.0;317410.4;5690220.698;Nestmann & Wittig;Nestmann & Wittig, Inh.: William Nestmann;1211h;475H2;;3;Brüderstraße;;Alt-Leipzig;Papierhandlung, Engros u. Det.;Papierhandlung/Papierherstellung;Brüderstraße;0;4103.0;1211h;0.0;Mitte;2.0;Zentrum-Südost;
1898;1584;1054.0;318672.660099999;5690611.72309999;Otto Scherz;Scherz, Otto;771;305C;;9;Göschenstraße;;Reudnitz;Musikalienhandlung;Buchhandel und Verlagswesen;Göschenstraße;9;4317.0;771;3.0;Südost;30.0;Reudnitz-Thonberg;
1899;1585;1055.0;319318.91;5691179.947000001;Carl Schubert;Schubert, Carl;210;177B;;35;Marthastraße;Jan.35;Neuschönefeld;Musikalienhandlung;Buchhandel und Verlagswesen;--;0;4315.0;454/2;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1900;1586;1056.0;317132.104;5689609.9579;Otto Seele;Seele, Otto;928c;185;;38;Sidonienstraße;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Paul-Gruner-Straße;38;4107.0;928c;0.0;Mitte;3.0;Zentrum-Süd;
1901;1589;1057.0;318624.611499999;5690468.60799999;Rudolf Tanner;Rudolf Tanner;280n;232;;18;Täubchenweg;17 - 85 und 6 - 92;Reudnitz;Musikalienhandlung;Buchhandel und Verlagswesen;Täubchenweg;18;4317.0;280n;3.0;Südost;30.0;Reudnitz-Thonberg;
1902;1590;1058.0;316785.5449;5691287.06479999;Winterling, William;William Winterling;2181;1493;;4;Fleischerplatz;;Alt-Leipzig;Musikalienhandlung;Buchhandel und Verlagswesen;Goerdelerring;5;4109.0;2182;0.0;Mitte;4.0;Zentrum-West;
1903;1592;1059.0;318355.997;5690658.38849999;Johann André;Johann André, Inh.: C. u. Aurelie André (Offenbach);1539c;857C;;6;Kurze Straße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Spohrstraße;6;4103.0;1539b;0.0;Mitte;2.0;Zentrum-Südost;
1904;1594;1060.0;318241.927099999;5690625.2902;M. P. Belaieff;M. P. Belaieff, Inh. Eine Stiftung (St. Petersburg);1545d;853;;3;Rabensteinplatz;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Rabensteinplatz;3;4103.0;1545d;0.0;Mitte;2.0;Zentrum-Südost;
1905;1608;1060.0;318241.927099999;5690625.2902;Wilhelm Hansen;Wilhelm Hansen, Inh.: Wilh. Hansen (Kopenhagen);1545d;853;;3;Rabensteinplatz;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Rabensteinplatz;3;4103.0;1545d;0.0;Mitte;2.0;Zentrum-Südost;
1906;1616;1060.0;318241.927099999;5690625.2902;Fr. Kistner;Fr. Kistner, Inh. Ludw. Gurckhaus;1545d;853;;3;Rabensteinplatz;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Rabensteinplatz;3;4103.0;1545d;0.0;Mitte;2.0;Zentrum-Südost;
1907;1626;1060.0;318241.927099999;5690625.2902;D. Rahter;D. Rahter, Inh. Ww. S. Rahter (Hamburg) u. Daniel Rahter;1545d;853;;3;Rabensteinplatz;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Rabensteinplatz;3;4103.0;1545d;0.0;Mitte;2.0;Zentrum-Südost;
1908;1595;1061.0;316487.74299999897;5690713.78979999;Bernhard Bieberkraut;Bernhard Bieberkraut;2291;1721;;24;Kolonnadenstraße;;Alt-Leipzig;Musikalien-Verlag u. Kommiss.;Buchhandel und Verlagswesen;Kolonnadenstraße;24;4109.0;4520;0.0;Mitte;4.0;Zentrum-West;
1909;1596;1062.0;315913.838899999;5690403.51879999;Bosse, Bernhardine;Bernhardine Bosse;2873;78B3;;18;Sebastian-Bach-Straße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Sebastian-Bach-Straße;18;4109.0;2873;0.0;Mitte;4.0;Zentrum-West;
1910;1597;1063.0;317311.818;5690339.131;Bosworth & Co.;Bosworth & Co., Inh.: A. E. Bosworth (London);1210;467;;3;Roßplatz;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Roßplatz;0;4103.0;1210;0.0;Mitte;2.0;Zentrum-Südost;
1911;1599;1064.0;318214.603;5690335.955;Aug. Cranz;Aug. Cranz, Inh.: Aug. Alwin u.Oskar Cranz (Brüssel);1149h;807D;;14;Hospitalstraße;1 - 11 und 2 - 36;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Prager Straße;14c;4103.0;1149h;0.0;Mitte;2.0;Zentrum-Südost;
1912;1603;1065.0;317671.893;5690486.958;Ernst Eulenburg;Ernst Eulenburg, Inh.: Ernst u. Kurt Eulenburg;1387;681;;8;Königstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Goldschmidtstraße;0;4103.0;4741;0.0;Mitte;2.0;Zentrum-Südost;
1913;1671;1065.0;317671.893;5690486.958;Ernst Görs;Ernst Görs, Inh.: Ernst Görs u. Theodor Sommer;1387;681;;8;Königstraße;;Alt-Leipzig;Papier- und Pappenfabrik u. Engrosgeschäft;Papierhandlung/Papierherstellung;Goldschmidtstraße;0;4103.0;4741;0.0;Mitte;2.0;Zentrum-Südost;
1914;1671;1065.0;317671.893;5690486.958;Ernst Görs;Ernst Görs, Inh.: Ernst Görs u. Theodor Sommer;1387;681;;8;Königstraße;;Alt-Leipzig;Packpapier;Papierhandlung/Papierherstellung;Goldschmidtstraße;0;4103.0;4741;0.0;Mitte;2.0;Zentrum-Südost;
1915;1605;1066.0;318055.01989999897;5690247.7024;Otto Forberg;Otto Forberg;3000;416P;;10;Stephanstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Stephanstraße;10;4103.0;3000;0.0;Mitte;2.0;Zentrum-Südost;
1916;1612;1067.0;317667.576;5690573.785;Hug & Co.;Hug & Co.;1420a/1420b;724A2;;16;Roßplatz;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Roßplatz;0;4103.0;4744/2;0.0;Mitte;2.0;Zentrum-Südost;
1917;1634;1067.0;317667.576;5690573.785;C. Schmidl & Co.;C. Schmidl & Co., Inh. Carl Schmidl (Triest);1420a/1420b;724A2;;16;Roßplatz;;Alt-Leipzig;Musikalienverlag;Buchhandel und Verlagswesen;Roßplatz;0;4103.0;4744/2;0.0;Mitte;2.0;Zentrum-Südost;
1918;1614;1068.0;317663.584999999;5690400.3969;A. Kabatek;A. Kabatek, Inh. Hans Kabatek u. Rich. Bohnert;1381f;675E;;12;Roßstraße;;Alt-Leipzig;Musikal. Verlag;Buchhandel und Verlagswesen;Auguste-Schmidt-Straße;12;4103.0;1381f;0.0;Mitte;2.0;Zentrum-Südost;
1919;1615;1069.0;317785.304399999;5690440.60539999;C. F. Kahnt Nachfolger;C. F. Kahnt Nachfolger, Inh.: Alfred Hoffmann;1400;695B;;27;Nürnberger Straße;;Alt-Leipzig;Musikalien-verlag;Buchhandel und Verlagswesen;Nürnberger Straße;27;4103.0;1400/2;0.0;Mitte;2.0;Zentrum-Südost;
1920;1619;1070.0;318077.6314;5690796.40359999;F. E. C. Leuckart;F. E. C. Leuckart, Inh. Ludwig Sander (Wernigerode) u.Martin u. Anna Sander;1628;975B;;9;Salomonstraße;;Alt-Leipzig;Buch- u. Musikalienverlag;Buchhandel und Verlagswesen;Salomonstraße;11;4103.0;1628/6;0.0;Mitte;1.0;Zentrum-Ost;
1921;1622;1071.0;317930.533699999;5690348.71409999;C. F. Peters, Bureau de Musique;C. F. Peters, Bureau de Musique, Inh.: Henri Hinrichsen;1398c/1398d;694D;;10;Talstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Talstraße;10;4103.0;1398c;0.0;Mitte;2.0;Zentrum-Südost;
1922;1633;1072.0;319014.341;5690627.006;Carl Rühle;Carl Rühle, Inh. Carl Rühle sen., Carl Rühle jun. u. Eugen Rühle;489/490;428;;11;Heinrichstraße;;Reudnitz;Musikverlag;Buchhandel und Verlagswesen;Heinrichstraße;0;4317.0;489;3.0;Südost;30.0;Reudnitz-Thonberg;
1923;1636;1072.0;319014.341;5690627.006;Rühle & Wendling;Rühle & Wendling, Inh. Rich. Rühle (Berlin) u. Ludw. Wendling;489/490;428;;11;Heinrichstraße;;Reudnitz;Musikverlag;Buchhandel und Verlagswesen;Heinrichstraße;0;4317.0;489;3.0;Südost;30.0;Reudnitz-Thonberg;
1924;1635;1073.0;317862.571499999;5690344.2189;Arthur P. Schmidt;Arthur P. Schmidt, Inh. Arthur P. Schmidt (Boston);1358d;693B;;16;Lindenstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;An der Verfassungslinde;16;4103.0;1358d;0.0;Mitte;2.0;Zentrum-Südost;
1925;1638;1073.0;317862.571499999;5690344.2189;B. Schott's Söhne, Zweigniederlassung Leipzig;B. Schott's Söhne Zweigniederlassung Leipzig, Inh.: Dr. L. Strecker u. Dr. L. E. Strecker jun. (Mainz);1358d;693B;;16;Lindenstraße;;Alt-Leipzig;Musikalien-Kommiss.;Buchhandel und Verlagswesen;An der Verfassungslinde;16;4103.0;1358d;0.0;Mitte;2.0;Zentrum-Südost;
1926;1639;1074.0;317909.504599999;5691019.95219999;Felix Siegel;Felix Siegel;1638;1044;;1;Dörrienstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Dörrienstraße;1;4103.0;1638;0.0;Mitte;1.0;Zentrum-Ost;
1927;1640;1074.0;317909.504599999;5691019.95219999;J. Schuberth & Co.;J. Schuberth & Co., Inh.: Felix Siegel;1638;1044;;1;Dörrienstraße;;Alt-Leipzig;Musikalienverlag;Buchhandel und Verlagswesen;Dörrienstraße;1;4103.0;1638;0.0;Mitte;1.0;Zentrum-Ost;
1928;1644;1076.0;318002.99;5690150.851;Steingräber Verlag;Steingräber Verlag, Pers. haft. Ges.: Walt. u. Clara Friedel u. Frl. Math. Steingräber;1149u;416LMN;;79;Sternwartenstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Sternwartenstraße;0;4103.0;1149u;0.0;Mitte;2.0;Zentrum-Südost;
1929;1648;1077.0;318687.075;5690712.101;Verlag der musikalischen Universial-Bibliothek u. Musiksortiment;Verlag der musikalischen Universial-Bibliothek und Musiksortiment;766;303B;;19;Göschenstraße;;Reudnitz;Musikverlag;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;1024;3.0;Südost;30.0;Reudnitz-Thonberg;
1930;1650;1078.0;316835.557;5689664.25009999;Constantin Wild's Verlag;Constantin Wild's Verlag, Leipzig-Bayreuth-München, Inh.: Friedrich Wild;853d;103A/4;;2;Dufourstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Dufourstraße;2;4107.0;853d;0.0;Mitte;3.0;Zentrum-Süd;
1931;1654;1079.0;318584.416;5690915.83;Bunt- & Luxuspapierfabr. Goldbach;Bunt- & Luxuspapierfabr. Goldbach;33;27;;16;Grenzstraße;;Reudnitz;Papierfabrik;Papierhandlung/Papierherstellung;Ludwig-Erhard-Straße;0;4103.0;33;0.0;Mitte;1.0;Zentrum-Ost;
1932;1940;1079.0;318584.416;5690915.83;Vonhof & Co.;Vonhof & Co., Inh.: Carl Schaeper (Borsdorf) u. Frz. Vonhof (Taucha);33;27;;16;Grenzstraße;;Reudnitz;Leim u. Buchbinderei-Bedarfsartikel;Zuliefer- und Hilfsgewerbe;Ludwig-Erhard-Straße;0;4103.0;33;0.0;Mitte;1.0;Zentrum-Ost;
1933;1655;1080.0;316623.5624;5688525.8673;F. W. Ebbinghaus G.m.b.H.;F. W. Ebbinghaus G.m.b.H., Lethmathe i. W., Vertreter: A. Alt;2529a;98C;;54;Kaiser-Wilhelm-Straße;;Alt-Leipzig;Papierfabrik;Papierhandlung/Papierherstellung;August-Bebel-Straße;54;4275.0;2529a;4.0;Süd;40.0;Südvorstadt;
1934;1657;1081.0;317670.51300000004;5690721.372;Ferd. Flinsch, G.m.b.H.;Ferd. Flinsch, G.m.b.H., Fabrik-Papierlager, Geschäftsführer f. Leipzig Gustav Flinsch, f. Berlin u. Hamburg Alex. Flinsch jr.;1463;772;;2;Augustusplatz;;Alt-Leipzig;Lösch- u. Metallpapier;Papierhandlung/Papierherstellung;Augustusplatz;0;4109.0;1463/1;0.0;Mitte;2.0;Zentrum-Südost;
1935;1657;1081.0;317670.51300000004;5690721.372;Ferd. Flinsch, G.m.b.H.;Ferd. Flinsch, G.m.b.H., Fabrik-Papierlager, Geschäftsführer f. Leipzig Gustav Flinsch, f. Berlin u. Hamburg Alex. Flinsch jr.;1463;772;;2;Augustusplatz;;Alt-Leipzig;Papierfabrik;Papierhandlung/Papierherstellung;Augustusplatz;0;4109.0;1463/1;0.0;Mitte;2.0;Zentrum-Südost;
1936;1657;1081.0;317670.51300000004;5690721.372;Ferd. Flinsch, G.m.b.H.;Ferd. Flinsch, G.m.b.H., Fabrik-Papierlager, Geschäftsführer f. Leipzig Gustav Flinsch, f. Berlin u. Hamburg Alex. Flinsch jr.;1463;772;;2;Grimmaischer Steinweg;;Alt-Leipzig;Lösch- u. Metallpapier;Papierhandlung/Papierherstellung;Augustusplatz;0;4109.0;1463/1;0.0;Mitte;2.0;Zentrum-Südost;
1937;1657;1081.0;317670.51300000004;5690721.372;Ferd. Flinsch, G.m.b.H.;Ferd. Flinsch, G.m.b.H., Fabrik-Papierlager, Geschäftsführer f. Leipzig Gustav Flinsch, f. Berlin u. Hamburg Alex. Flinsch jr.;1463;772;;2;Grimmaischer Steinweg;;Alt-Leipzig;Papierfabrik;Papierhandlung/Papierherstellung;Augustusplatz;0;4109.0;1463/1;0.0;Mitte;2.0;Zentrum-Südost;
1938;1661;1082.0;317845.25629999896;5690731.33909999;F. M. Weber;F. M. Weber, Papier-,Buchbinder- u. Rohdachpapperfbrk, Inh. Friedrich Preller (Wehlitz) u. Fritz Schroeder (Grimma);1625;1035;;3;Querstraße;;Alt-Leipzig;Papierfabrik;Papierhandlung/Papierherstellung;Querstraße;3;4103.0;1625 oder 1552;0.0;Mitte;1.0;Zentrum-Ost;
1939;1662;1083.0;;;J. W. Zanders, Bergisch Gladbach, Zweigniederlassung Leipzig;J. W. Zanders, Bergisch Gladbach, Zweigniederlassung Leipzig;292;148;;27;Hospitalstraße;11a - 27;Reudnitz;Papierfabrik;Papierhandlung/Papierherstellung;;;;;;;;;
1940;1928;1083.0;;;Verlag der Deutschen Frau (Velhagen & Klasing);Verlag der Deutschen Frau (Velhagen & Klasing);292;148;;27;Hospitalstraße;11a - 27;Reudnitz;Zeitschriftenverlag;Buchhandel und Verlagswesen;;;;;;;;;
1941;1662;1083.0;;;J. W. Zanders, Bergisch Gladbach, Zweigniederlassung Leipzig;J. W. Zanders, Bergisch Gladbach, Zweigniederlassung Leipzig;117/114/113;128/127/126;;13/15/17;Senefelderstraße;;Reudnitz;Papierfabrik;Papierhandlung/Papierherstellung;;;;;;;;;
1942;1664;1084.0;317935.732;5691087.034;Franz Berger;Franz Berger, Inh. Max Berger;1641;1047B;;2.4;Crusiusstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Czermaks Garten;0;4103.0;1641;0.0;Mitte;1.0;Zentrum-Ost;
1943;1664;1084.0;317935.732;5691087.034;Franz Berger;Franz Berger, Inh. Max Berger;1641;1047B;;2.4;Crusiusstraße;;Alt-Leipzig;Packpapier;Papierhandlung/Papierherstellung;Czermaks Garten;0;4103.0;1641;0.0;Mitte;1.0;Zentrum-Ost;
1944;1666;1084.0;317935.732;5691087.034;Carl A. Bodenstein & Co.;Carl A. Bodenstein & Co., Inh. Carl Aug. Bodenstein u. Max Berger;1641;1047B;;2.4;Crusiusstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Czermaks Garten;0;4103.0;1641;0.0;Mitte;1.0;Zentrum-Ost;
1945;1740;1084.0;317935.732;5691087.034;Müller & Oschatz;Müller & Oschatz, Inh. Adalbert Müller u. Johs. Oschatz;1641;1047B;;2.4;Crusiusstraße;;Alt-Leipzig;Luxuspapier;Papierhandlung/Papierherstellung;Czermaks Garten;0;4103.0;1641;0.0;Mitte;1.0;Zentrum-Ost;
1946;1665;1085.0;316718.92669999896;5687739.60129999;Walter Berger;Walter Berger;296b;165H;;22;Scheffelstraße;;Connewitz;Papier- und Pappengroßhandlung;Papierhandlung/Papierherstellung;Scheffelstraße;22;4277.0;296/8;4.0;Süd;41.0;Connewitz;
1947;1665;1085.0;316718.92669999896;5687739.60129999;Walter Berger;Walter Berger;296b;165H;;22;Scheffelstraße;;Connewitz;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Scheffelstraße;22;4277.0;296/8;4.0;Süd;41.0;Connewitz;
1948;1667;1086.0;317028.368;5691337.374;F. Emil Bernhard Böhme;F. Emil Bernhard Böhme, Inh. Bernh. Böhme;456;478/479;;2;Theatergasse;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Richard-Wagner-Straße;0;4109.0;454/1;0.0;Mitte;0.0;Zentrum;
1949;1669;1087.0;317253.666699999;5690652.7937;Eckert & Finck;Eckert & Finck, Inh. Paul Haubold;43/44;48/49;;29;Neumarkt;;Alt-Leipzig;Papier-Engrosgeschäft, Pappengroßhandlung;Papierhandlung/Papierherstellung;Neumarkt;29;4109.0;44;0.0;Mitte;0.0;Zentrum;
1950;1670;1088.0;317470.968;5688704.77899999;Gerstenberger, G.;Gustav Gerstemberger, Chemnitz, Fil. Leipzig;3433d;304D;;70;Kronprinzstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Kurt-Eisner-Straße;94;4275.0;3433d;4.0;Süd;40.0;Südvorstadt;
1951;1673;1089.0;317330.663;5693126.1620000005;Haberland, Franz;Haberland, Franz, Kfm. Papier, Kommiss. u. Export;468a;7;;17;Blumenstraße;17 - 27 und 26 - 38;Eutritzsch;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Blumenstraße;0;4105.0;468/3;0.0;Mitte;6.0;Zentrum-Nord;
1952;1675;1090.0;317859.047;5690557.006;F. O. Hartig;F. O. Hartig, Inh.: Oskar Hartig;1439a/1439b;741;;24;Johannisgasse;;Alt-Leipzig;Papier- u. Makulatur Großhandlg.;Papierhandlung/Papierherstellung;Johannisgasse;0;4103.0;1439a;0.0;Mitte;2.0;Zentrum-Südost;
1953;1676;1091.0;316977.80600000004;5693226.106000001;Wilhelm Held;Wilhelm Held;167;73;;18;Erfurter Straße;;Gohlis;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Erfurter Straße;0;4155.0;167;9.0;Nord;90.0;Gohlis-Süd;
1954;1679;1092.0;317349.464499999;5688843.31909999;Edmund Hoppe;Edmund Hoppe, Inh. Gust. Schulder;2510g;300C;;87;Bayersche Straße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Arthur-Hoffmann-Straße;87;4275.0;2510g;4.0;Süd;40.0;Südvorstadt;
1955;1680;1093.0;319014.365;5691031.586;Jentsch & Wilsenach;Jentsch & Wilsenach, Inh. E. Wisenbach u. Emil Böß;???;Baustelle;;11;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Comeniusstraße;0;4315.0;576;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1956;1681;1094.0;317444.182599999;5689021.8057;Kerngut & Apel;Kerngut & Apel, Inh. Carl Apel;2518e;293E;;63;Arndtstraße;;Alt-Leipzig;Papier-Engrosgeschäft, Papierwarenfabrik;Papierhandlung/Papierherstellung;Arndtstraße;63;4275.0;2518e;4.0;Süd;40.0;Südvorstadt;
1957;1682;1095.0;317024.166699999;5688518.49569999;Selmar Kohl;Selmar Kohl;3319;99;;30;Hardenbergstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Hardenbergstraße;38;4275.0;3319;4.0;Süd;40.0;Südvorstadt;
1958;1686;1096.0;317306.36909999896;5689409.8179;Max Morgenstern;Morgenstern, Max;1084g;149B;;30;Sophienstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Shakespearestraße;30;4107.0;1084g;0.0;Mitte;3.0;Zentrum-Süd;
1959;1688;1097.0;317560.1858;5690322.97289999;Paul Müller;Paul Müller;1308c;590B;;25;Sternwartenstraße;;Alt-Leipzig;Papier-Engrosgeschäft, Pappenfabrik;Papierhandlung/Papierherstellung;Sternwartenstraße;25;4103.0;1308c;0.0;Mitte;2.0;Zentrum-Südost;
1960;1690;1098.0;317576.6946;5692083.2793;Gustav Nickau;Gustav Nickau, Inh. Otto Titze;2732e;33J;;28;Yorkstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Erich-Weinert-Straße;28;4105.0;2732e;0.0;Mitte;6.0;Zentrum-Nord;
